aggregator,attack,round,num_honest,num_attackers,dim,byzantine_fraction,seed,distance_from_true_value,asr
dss_fedavg,persistent_sybil,0,8,2,3,0.2,1,17.012531,0.20045285
dss_fedavg,persistent_sybil,1,8,2,3,0.2,1,16.932629,0.19951138
dss_fedavg,persistent_sybil,2,8,2,3,0.2,1,17.01689,0.2005042
dss_fedavg,persistent_sybil,3,8,2,3,0.2,1,17.081415,0.20126449
dss_fedavg,persistent_sybil,4,8,2,3,0.2,1,16.999651,0.20030108
dss_fedavg,persistent_sybil,5,8,2,3,0.2,1,17.075895,0.20119944
dss_fedavg,persistent_sybil,6,8,2,3,0.2,1,16.906864,0.1992078
dss_fedavg,persistent_sybil,7,8,2,3,0.2,1,16.885197,0.19895251
dss_fedavg,persistent_sybil,8,8,2,3,0.2,1,17.099262,0.20147477
dss_fedavg,persistent_sybil,9,8,2,3,0.2,1,16.92806,0.19945756
dss_fedavg,persistent_sybil,10,8,2,3,0.2,1,17.196447,0.20261987
dss_fedavg,persistent_sybil,11,8,2,3,0.2,1,16.973562,0.19999368
dss_fedavg,persistent_sybil,12,8,2,3,0.2,1,16.911606,0.19926368
dss_fedavg,persistent_sybil,13,8,2,3,0.2,1,17.068186,0.2011086
dss_fedavg,persistent_sybil,14,8,2,3,0.2,1,17.104067,0.20153138
dss_fedavg,persistent_sybil,15,8,2,3,0.2,1,16.91897,0.19935045
dss_fedavg,persistent_sybil,16,8,2,3,0.2,1,16.962631,0.1998649
dss_fedavg,persistent_sybil,17,8,2,3,0.2,1,16.98579,0.20013776
dss_fedavg,persistent_sybil,18,8,2,3,0.2,1,17.038263,0.20075603
dss_fedavg,persistent_sybil,19,8,2,3,0.2,1,16.905859,0.19919597
dss_fedavg,persistent_sybil,0,8,2,3,0.2,1001,16.926119,0.19943468
dss_fedavg,persistent_sybil,1,8,2,3,0.2,1001,17.048244,0.20087364
dss_fedavg,persistent_sybil,2,8,2,3,0.2,1001,16.949986,0.19971588
dss_fedavg,persistent_sybil,3,8,2,3,0.2,1001,16.976948,0.20003358
dss_fedavg,persistent_sybil,4,8,2,3,0.2,1001,16.881252,0.19890603
dss_fedavg,persistent_sybil,5,8,2,3,0.2,1001,17.049185,0.20088471
dss_fedavg,persistent_sybil,6,8,2,3,0.2,1001,16.997623,0.2002772
dss_fedavg,persistent_sybil,7,8,2,3,0.2,1001,16.885332,0.1989541
dss_fedavg,persistent_sybil,8,8,2,3,0.2,1001,17.118652,0.20170324
dss_fedavg,persistent_sybil,9,8,2,3,0.2,1001,17.075827,0.20119864
dss_fedavg,persistent_sybil,10,8,2,3,0.2,1001,16.911066,0.19925731
dss_fedavg,persistent_sybil,11,8,2,3,0.2,1001,17.053932,0.20094065
dss_fedavg,persistent_sybil,12,8,2,3,0.2,1001,17.02629,0.20061497
dss_fedavg,persistent_sybil,13,8,2,3,0.2,1001,17.131077,0.20184962
dss_fedavg,persistent_sybil,14,8,2,3,0.2,1001,17.060015,0.20101233
dss_fedavg,persistent_sybil,15,8,2,3,0.2,1001,16.900433,0.19913203
dss_fedavg,persistent_sybil,16,8,2,3,0.2,1001,16.851702,0.19855784
dss_fedavg,persistent_sybil,17,8,2,3,0.2,1001,17.002213,0.20033126
dss_fedavg,persistent_sybil,18,8,2,3,0.2,1001,16.984415,0.20012157
dss_fedavg,persistent_sybil,19,8,2,3,0.2,1001,17.002941,0.20033985
dss_fedavg,persistent_sybil,0,8,2,3,0.2,2001,17.026028,0.20061187
dss_fedavg,persistent_sybil,1,8,2,3,0.2,2001,16.73597,0.19719422
dss_fedavg,persistent_sybil,2,8,2,3,0.2,2001,16.83839,0.198401
dss_fedavg,persistent_sybil,3,8,2,3,0.2,2001,16.905746,0.19919464
dss_fedavg,persistent_sybil,4,8,2,3,0.2,2001,17.090364,0.20136993
dss_fedavg,persistent_sybil,5,8,2,3,0.2,2001,16.88737,0.1989781
dss_fedavg,persistent_sybil,6,8,2,3,0.2,2001,16.952198,0.19974196
dss_fedavg,persistent_sybil,7,8,2,3,0.2,2001,16.955162,0.19977689
dss_fedavg,persistent_sybil,8,8,2,3,0.2,2001,17.038013,0.2007531
dss_fedavg,persistent_sybil,9,8,2,3,0.2,2001,17.044405,0.2008284
dss_fedavg,persistent_sybil,10,8,2,3,0.2,2001,16.917152,0.19932903
dss_fedavg,persistent_sybil,11,8,2,3,0.2,2001,16.972807,0.19998479
dss_fedavg,persistent_sybil,12,8,2,3,0.2,2001,17.158237,0.20216966
dss_fedavg,persistent_sybil,13,8,2,3,0.2,2001,17.149742,0.20206955
dss_fedavg,persistent_sybil,14,8,2,3,0.2,2001,16.882471,0.19892038
dss_fedavg,persistent_sybil,15,8,2,3,0.2,2001,16.986656,0.20014797
dss_fedavg,persistent_sybil,16,8,2,3,0.2,2001,16.874382,0.19882508
dss_fedavg,persistent_sybil,17,8,2,3,0.2,2001,17.09483,0.20142254
dss_fedavg,persistent_sybil,18,8,2,3,0.2,2001,17.020699,0.20054908
dss_fedavg,persistent_sybil,19,8,2,3,0.2,2001,17.111414,0.20161794
dss_fedavg,persistent_sybil,0,8,2,3,0.2,3001,16.98005,0.20007011
dss_fedavg,persistent_sybil,1,8,2,3,0.2,3001,16.945244,0.19966002
dss_fedavg,persistent_sybil,2,8,2,3,0.2,3001,17.15537,0.20213588
dss_fedavg,persistent_sybil,3,8,2,3,0.2,3001,16.876078,0.19884506
dss_fedavg,persistent_sybil,4,8,2,3,0.2,3001,16.938538,0.199581
dss_fedavg,persistent_sybil,5,8,2,3,0.2,3001,16.951605,0.19973497
dss_fedavg,persistent_sybil,6,8,2,3,0.2,3001,16.933462,0.1995212
dss_fedavg,persistent_sybil,7,8,2,3,0.2,3001,16.909292,0.19923641
dss_fedavg,persistent_sybil,8,8,2,3,0.2,3001,16.935732,0.19954795
dss_fedavg,persistent_sybil,9,8,2,3,0.2,3001,17.04365,0.2008195
dss_fedavg,persistent_sybil,10,8,2,3,0.2,3001,17.080673,0.20125574
dss_fedavg,persistent_sybil,11,8,2,3,0.2,3001,16.806553,0.19802587
dss_fedavg,persistent_sybil,12,8,2,3,0.2,3001,17.081898,0.20127016
dss_fedavg,persistent_sybil,13,8,2,3,0.2,3001,16.898067,0.19910416
